"42","microtube-rack","1","1","1","1-42","Microtube rack","Microtube rack
Available in different colors, sizes and made of different materials. A microtube rack is mandatory in all the labs and industries which require the use of microtubes. These racks are made of nylon or polypropylene. They generally hold 1.5 to 2 ml microtubes in 80 or 96 wells. Mainly rectangular in shape, they also come in different heights. A float rack can be kept in a boiling water bath when substance inside the tube needs heating. Floating racks are generally circular in shape. 
Microtube racks are durable, heat and chemical resistant and crashproof. Their transparent versions are also available. Some may even have the lid and can be stacked upon one another.
","product/category.jpg","17","1","0","Buy Online Laboratory Test Tube Racks in India | Biomall","laboratory racks,microtube racks,India","Buy online laboratory test tube racks in India at Biomall.in. Get wide range of microtube racks for research and clinical labs at best price. 
","2016-02-08 18:12:56","2017-04-14 16:32:44"
"43","reservoir","1","1","1","1-43","Reservoir","RReagent reservoir 
As the name suggests these lab-wares act as a reservoir for reagents especially when micropipettes are used in the process. They provide a sturdy basin for the reagent. They are rectangular in shape. They have 'pour-off' spouts on all the four edges of the reservoir to prevent spillage when pouring off the liquid. These can be stacked one upon another.  These are graduated on the inside which makes it easy to accurately identify the liquid level 
Characteristics
• They are made of polypropylene or disposable polystyrene.
• Sterile.
• They are available in snap tear pack for easy opening.
• Available in various sizes (25 mL, 50 mL, and 100 mL).","product/category.jpg","19","1","0","Buy Online Laboratory Reagent Reservoir in India | Biomall","reagent reservoir,biomall,India","Buy online laboratory reagent reservoir in India at Biomall.in. Get wide range of reagent reservoir for research and clinical labs at best price. 
","2016-02-08 18:13:42","2017-04-18 16:36:51"
"44","safety-products","0","1","1","1-44","Safety Products",NULL,"product/category.jpg","34","1","0",,,,"2016-02-08 18:14:25","0000-00-00 00:00:00"
"45","slides","1","1","1","1-45","Slides","Slide
A microscopic slide is an essential part of lab systems which require a microscope. These are a rectangular and flat piece made of high-quality soda lime or borosilicate glass. A sample or specimen is mounted on usually the center of the slide. A coverslip which is essentially a thinner and smaller version of the glass may be used as the point of focus under the microscope by placing it on the specimen. A part of preparation includes mounting of the sample onto the slide. This may be a dry mount or a wet mount in case of microbes where glycerol or oil may be used as a medium having the refractive index close to that of glass.
Characteristics
• A typical slide is 3 by 1 inches with 1 mm thickness.
• A fused quartz material slide, which provides ultraviolet transparency maybe used for fluorescence microscopy.
• A slide holder or box or trey maybe required.
• Slides can be labeled, washed and reused","product/category.jpg","36","1","0","Buy online Laboratory Slides in India | Biomall","laboratory glass slides,culture slides,biomall,india","Buy online laboratory glass slides in India. Used for holding objects for examination under a microscope. Ideal for research and clinical labs available at best price.
","2016-02-08 18:14:51","2017-04-19 10:41:37"
"46","spinix","1","3","1","3-46","Spinix",NULL,"product/category.jpg","21","0","0","Buy online Laboratory Spinix Vortex shaker in India | Biomall","vortex shaker,vortex mixer,biomall,india","Buy Laboratory Spinix vortex shaker in India. Get wide range of Spinix vortex mixers and shakers ideal for research and clinical labs at Biomall.in.
","2016-02-08 18:15:41","2016-07-25 16:15:23"
"47","syphon","1","1","1","1-47","Syphon",NULL,"product/category.jpg","14","0","0","Buy Online Laboratory Syphon in India | Biomall","laboratory siphon, syphon, biomall, India","Buy online laboratory Syphon in India at Biomall.in. Get wide range of siphon devices that involve the flow of liquids through tubes. Available at best price.
","2016-02-08 18:16:11","2016-08-16 11:04:58"
"48","test-tube-stand","1","1","1","1-48","Test tube Stand","Test tube rack
Test tube racks hold the normal sized test tubes. It keeps the tube in an upright position. They are one of the essential tools in a chemistry or biology lab. They are available in various colors like red, blue, green, black and transparent. These can be made of various materials like wood, metal or plastic. They are generally rectangular in shape and can hold 10, 12, 20 or even more number of test tubes. The usual diameter is of about 25 to 32 mm. These stands are durable, heat and chemical resistant. They can be cleaned, washed and are crushproof.
","product/category.jpg","11","1","0","Buy Online Test Tube Stand in India | Biomall","test tube stand,test tube holder,biomall,India","Buy online wide range of test tube stand, racks, holders for research and clinical labs at best price in India. Request Quote at Biomall.in
","2016-02-08 18:17:15","2017-03-23 13:22:38"
"49","tip-box","1","1","1","1-49","Tip box","Tip box : 
A tip box is to safeguard the micropipette tips. They come in various colors and sizes according to the tips they are used for. They are made of autoclavable and recyclable plastic.  Very useful when aseptic/contamination-free conditions are to be maintained when using micropipette. These can be bought in packs at biomall
","product/category.jpg","12","0","0","Buy Online Laboratory Micro Tip Box in India | Biomall","Micro tip box,biomall,India","Buy online wide range of laboratory micro tip box for research and clinical labs at best price in India. Request quote at Biomall.in
","2016-02-08 18:17:51","2017-03-23 13:33:38"
"50","tips","0","1","1","1-50","Tips",NULL,"product/category.jpg","12","1","0",,,,"2016-02-08 18:18:12","0000-00-00 00:00:00"
"51","trays","1","1","1","1-51","Trays","Tray
They can be used as a workstation or for carrying out various types of analysis and examination. Optics and other delicate tools might also be kept in a tray for safety purposes
Characteristics
• Made of plastic, polypropylene.
• Corrosion resistant and autoclavable.
• Durable and economical.
• Polyurethane trays are available with a lid to store ice.
• Available in various dimensions.
","product/category.jpg","14","1","0","Buy Online Laboratory Trays, India | Biomall","laboratory trays,trays,biomall,India","Buy online laboratory Trays in India at Biomall.in. Get wide range of rugged polypropylene trays having multiple uses for research and clinical labs at best price.
","2016-02-08 18:19:24","2017-04-19 17:33:39"
"52","tubings","1","1","1","1-52","Tubings ","Tubing are required to carry liquids and gasses from one point to another. Tubes of various diameters and made of various materials are available. Their temperature, pressure and chemical resistance capacity is to be considered before selection.","product/category.jpg","18","1","0","Buy Online Laboratory Tygon Tubing, India | Biomall","tygon tubing,laboratory tubing,biomall,India","Buy online laboratory tygon tubing in India at Biomall.in. Get wide range of tygon lab tubing ideal for research and clinical labs.
","2016-02-08 18:20:00","2017-04-19 18:08:21"
"53","vials","1","1","1","1-53","Vials","Storage vials are used to store sensitive biological materials. These vials provide storage for maintaining a constant pH and to prevent leaching of ions. They usually have a screw neck for tight closure alternatively, a rubber closed top caps may also be available. Sensitive chemicals like insulin or those used in PCR, protein estimation, medical and microbial assays.
Characteristics
• Made of polypropylene or glass material.
• Transparent and amber colored (for light sensitive available).
• Available in both sterile and non-sterile versions.
• 2.0, 2.5 and 3.5 etc. mL versions available.
• Different colored caps are available.
• Can be bought in bulk in containers, cases, racks or boxes.
• Suitable for freezers.
• Non autoclavable.","product/category.jpg","21","1","0","Buy Online Laboratory Vials, India | Biomall","vials,laboratory vials,biomall,India","Buy online laboratory vials in India at Biomall.in. Get wide range of sterile glass vials with caps ideal for research and clinical labs at best price.
","2016-02-08 18:20:33","2017-04-19 11:48:56"
"54","vortex","1","3","1","3-54","Vortex",NULL,"product/category.jpg","19","0","0","Buy online Laboratory Vortex shaker & Mixers in India | Biomall","vortex shaker,vortex mixer,biomall,india","Buy Laboratory vortex shaker & mixer online in India. Get wide range of lab vortex mixers, shakers commonly used in laboratories to mix liquid at best price on Biomall.in.
","2016-02-08 18:20:58","2016-07-25 16:14:33"
"55","lab-consumables","0","0","0","55","Lab Consumables",NULL,"product/category.jpg","3","1","0",,,,"2016-02-13 13:54:44","0000-00-00 00:00:00"
"56","container","1","1","1","1-56","Container","Sample container
These are very useful for storing samples and specimens both under sterile and nonsterile conditions. Very useful for transport purposes as it allows leak proof and airtight closures. Useful in pharmaceuticals, biology, and chemistry labs. Can be used for general needs outside of science setups as well.
 Food, chemical substances like organic solvents, spirits, ethyl alcohol etc. can all be stored. 
Characteristics
• Made of polypropylene.
• Tight fitting lid made of polyethylene.
• Both sterile and nonsterile versions available.
• Durable, heat and chemical resistant.
• Reusable.
","product/category.jpg","1","1","0","Buy Online Laboratory Sample Containers, India | Biomall","Container,Storage,Container with wide mouth,Tapered mouth Containers,Hinged Caps Containers,Snap Caps Containers","Learn more about container. We enable science by offering product choice, services, process excellence and our people make it happen.","2016-02-13 13:59:13","2017-04-19 10:28:54"
"57","marker","1","1","1","1-57","Marker","Marker
A permanent marker is used in laboratories and industries to label and mark samples like in the case of chromatography, the progress of work for lengthy experiments and to leave notes or instructions for colleagues. They can work on metal, glass, plastic, wood and paper. They are available in black, green, red, blue, and brown colors. A whiteboard marker is different from permanent and can be erased using a duster. Both of the two has nontoxic ink. Get in touch with biomall to pick markers of your choice.","product/category.jpg","1","1","0","Buy Online Laboratory Marker Pen, India | Biomall","lab marker,laboratory marker pens,biomall,India","Buy online laboratory marker pens in India at Biomall.in. Markers are available in red, blue, green and black color ideal for histology and pathology use 
","2016-02-13 14:00:44","2017-04-12 17:25:40"
"58","parafilm","1","1","1","1-58","Parafilm","Parafilm tapes are plastic films used for sealing or protection. They can be used on flasks, petri plates, vials, beakers and other lab-wares. The parafilm is breathable and allows the transfer of gases like oxygen and CO2. It is also used for grafting in horticulture. Since it is composed of thermoplastic it is not autoclavable. 
They are available as rolls under various brand names.

Characteristics
• Self-sealing and doesn’t require any other adhesive
• Very stretchable and flexible
• Water and oil proof
• Breathable
• Odorless and translucent
• Light weight and can be used for multipurpose
• Non-reactive and disposable
• Can be wrapped over to increase thickness
• Available in various size","product/category.jpg","1","1","0","Buy Online Micro test plates in India | Biomall","laboratory parafilm,biomall,India","Buy online laboratory parafilm in India at Biomall.in. Parafilm is primarily used in laboratories for sealing and protecting vessels. Request Quote!
","2016-02-13 14:01:17","2017-04-17 11:49:25"
"59","pasteur-pipette","1","1","1","1-59","Pasteur pipette","Pasteur pipette
Named after Louis Pasteur, Pasteur pipettes are a common lab-ware used to transfer small volumes of liquid in Biology, Chemistry, hematology and forensic laboratories. The technique requires pressing and releasing of the bulb to withdraw liquid. The markings on the pipette can be used for measurement. For pipettes made of glass, a rubber bulb (of 2 mL capacity) is generally used. 
Pasteur pipette comes in various size and diameter and can be ordered in packs from various manufacturer or suppliers. 
They can be reused but will be non-sterile and are generally disposed of after use. They can also be sealed and refrigerated. With glass Pasteur, the risk of breakage at the tip is a concern. 
Characteristics
• Non-autoclavable
• Disposable
• Cheap and easy to handle
• Made of low-density polyethylene
• Cannot be used above 70 degrees Celsius
• Unbreakable and non-toxic
• Translucent 
• Available in various size
","product/category.jpg","1","1","0","Buy Online Pasteur pipette in India | Biomall","eye droppers,pasteur pipette,biomall,India","Buy online laboratory pasteur pipette in India at Biomall.in. We have wide range of pipettes and droppers ideal to transfer small quantities of liquids.
","2016-02-13 14:02:09","2017-03-22 17:41:36"
"60","tags","1","1","1","1-60","Tags",NULL,"product/category.jpg","1","0","0",,,,"2016-02-13 14:03:00","2016-05-31 12:50:18"
"61","tapes","1","1","1","1-61","Tapes","Tapes
A high-temperature indicator tape is the cloth textured which is able to resist harsh acids and alkalis, oils etc. They are imprinted with the word 'STERILISED' in bold which shows up after standard oven process. The autoclavable tapes are used for autoclaving and can withstand up to 121-degree Celsius they change their color to beige/black post the heating. All tapes come in rolls/pack and vary in their breadth.","product/category.jpg","1","1","0","Buy Online Laboratory Tapes in India | Biomall","high resistant tape,high temperature tapes,biomall,India","Buy online high temperature laboratory tapes in India at Biomall.in. Get wide range of indicator and heat resistant tapes for research and clinical labs at best price. 
","2016-02-13 14:06:50","2017-04-19 12:44:50"
"62","tubes","1","1","1","1-62","Tubes",NULL,"product/category.jpg","1","0","0","Buy Online Laboratory PCR Tubes, India | Biomall","lab stubes,pcr tube,biomall,India","Buy online laboratory PCR Tubes in India at Biomall.in. Get wide range of scientific test tubes ideal for collecting blood samples for research and clinical labs.
","2016-02-13 14:07:41","2016-08-27 11:09:26"
"63","antibodies-proteins-elisa-kits","1","0","0","63","Antibodies, proteins & ELISA kits",NULL,"product/category.jpg","3","0","0","Antibodies,Immunoassay kits,Protein Detection kits,Antibody assay kits","Antibodies,Immunoassay Kits,Protein Detection Kits,Antibody assay kits","Buy and sell antibody assay kits, protein detection kits, immunoassay kits, antibodies based on their class, application, conjugate, host species, reactivity and type etc on www.biomall.in, an online portal for life science and laboratory products.
","2016-02-23 15:54:46","2016-06-12 15:22:52"
"64","stem-cells","0","4","1","4-64","Stem Cells",NULL,"product/category.jpg","3","0","0","Stem Cells,Mesenchymal stem cells,Adult stem cells","Stem Cells,HPSc,IPSc,Bone marrow derived stem cells","Stem cell culture, 3D culture, Cord blood tissue, Stem cell,","2016-03-18 17:23:17","0000-00-00 00:00:00"
"65","3d-cell-culture","1","4","1","4-65","3D Cell Culture","kjds hfjkshd jkfhjskd fhjk hsdkjfh kjs djkfh skjdh fjk hsjdkf jkshd jkf hskjdh fjk hsdk fhjksh djkf hskjdh fkjh skjd hfjks hdkjfh jks hdjkf hsjdk hfkjs hjdkf hjks hdjkf hskjdhjfkhs kjdfh jkshdkjfh sjkdh fjsh djkfh skjdfh kshdkfjshkjdfhkjsdh fkshkd fks dfkj hskjdfhkjshdkfhskdhfk skdjf ksj dfkjh skjd hfkjs hdjhf jskdh fkjhsdkfjh skjd hfkjshd fkj hskdj fhkjshd fkjh skjd hfkjs hd fs f sdk fs fks fkhs kfjh skjhf kjsh fksjhdfkhskjdfhjks hdfjkshdjkfhskjhdfjkshkjdfhskjhdfksjhdfkjshdfkjshdkjfhjskdhfjkshdkjfhskjdhfjkshdjkfhskjdfhjkshdkjfhksjdhkfjhkjds hfjkshd jkfhjskd fhjk hsdkjfh kjs djkfh skjdh fjk hsjdkf jkshd jkf hskjdh fjk hsdk fhjksh djkf hskjdh fkjh skjd hfjks hdkjfh jks hdjkf hsjdk hfkjs hjdkf hjks hdjkf hskjdhjfkhs kjdfh jkshdkjfh sjkdh fjsh djkfh skjdfh kshdkfjshkjdfhkjsdh fkshkd fks dfkj hskjdfhkjshdkfhskdhfk skdjf ksj dfkjh skjd hfkjs hdjhf jskdh fkjhsdkfjh skjd hfkjshd fkj hskdj fhkjshd fkjh skjd hfkjs hd fs f sdk fs fks fkhs kfjh skjhf kjsh fksjhdfkhskjdfhjks hdfjkshdjkfhskjhdfjkshkjdfhskjhdfksjhdfkjshdfkjshdkjfhjskdhfjkshdkjfhskjdhfjkshdjkfhskjdfhjkshdkjfhksjdhkfjhkjds hfjkshd jkfhjskd fhjk hsdkjfh kjs djkfh skjdh fjk hsjdkf jkshd jkf hskjdh fjk hsdk fhjksh djkf hskjdh fkjh skjd hfjks hdkjfh jks hdjkf hsjdk hfkjs hjdkf hjks hdjkf hskjdhjfkhs kjdfh jkshdkjfh sjkdh fjsh djkfh skjdfh kshdkfjshkjdfhkjsdh fkshkd fks dfkj hskjdfhkjshdkfhskdhfk skdjf ksj dfkjh skjd hfkjs hdjhf jskdh fkjhsdkfjh skjd hfkjshd fkj hskdj fhkjshd fkjh skjd hfkjs hd fs f sdk fs fks fkhs kfjh skjhf kjsh fksjhdfkhskjdfhjks hdfjkshdjkfhskjhdfjkshkjdfhskjhdfksjhdfkjshdfkjshdkjfhjskdhfjkshdkjfhskjdhfjkshdjkfhskjdfhjkshdkjfhksjdhkfjhkjds hfjkshd jkfhjskd fhjk hsdkjfh kjs djkfh skjdh fjk hsjdkf jkshd jkf hskjdh fjk hsdk fhjksh djkf hskjdh fkjh skjd hfjks hdkjfh jks hdjkf hsjdk hfkjs hjdkf hjks hdjkf hskjdhjfkhs kjdfh jkshdkjfh sjkdh fjsh djkfh skjdfh kshdkfjshkjdfhkjsdh fkshkd fks dfkj hskjdfhkjshdkfhskdhfk skdjf ksj dfkjh skjd hfkjs hdjhf jskdh fkjhsdkfjh skjd hfkjshd fkj hskdj fhkjshd fkjh skjd hfkjs hd fs f sdk fs fks fkhs kfjh skjhf kjsh fksjhdfkhskjdfhjks hdfjkshdjkfhskjhdfjkshkjdfhskjhdfksjhdfkjshdfkjshdkjfhjskdhfjkshdkjfhskjdhfjkshdjkfhskjdfhjkshdkjfhksjdhkfjhkjds hfjkshd jkfhjskd fhjk hsdkjfh kjs djkfh skjdh fjk hsjdkf jkshd jkf hskjdh fjk hsdk fhjksh djkf hskjdh fkjh skjd hfjks hdkjfh jks hdjkf hsjdk hfkjs hjdkf hjks hdjkf hskjdhjfkhs kjdfh jkshdkjfh sjkdh fjsh djkfh skjdfh kshdkfjshkjdfhkjsdh fkshkd fks dfkj hskjdfhkjshdkfhskdhfk skdjf ksj dfkjh skjd hfkjs hdjhf jskdh fkjhsdkfjh skjd hfkjshd fkj hskdj fhkjshd fkjh skjd hfkjs hd fs f sdk fs fks fkhs kfjh skjhf kjsh fksjhdfkhskjdfhjks hdfjkshdjkfhskjhdfjkshkjdfhskjhdfksjhdfkjshdfkjshdkjfhjskdhfjkshdkjfhskjdhfjkshdjkfhskjdfhjkshdkjfhksjdhkfjhkjds hfjkshd jkfhjskd fhjk hsdkjfh kjs djkfh skjdh fjk hsjdkf jkshd jkf hskjdh fjk hsdk fhjksh djkf hskjdh fkjh skjd hfjks hdkjfh jks hdjkf hsjdk hfkjs hjdkf hjks hdjkf hskjdhjfkhs kjdfh jkshdkjfh sjkdh fjsh djkfh skjdfh kshdkfjshkjdfhkjsdh fkshkd fks dfkj hskjdfhkjshdkfhskdhfk skdjf ksj dfkjh skjd hfkjs hdjhf jskdh fkjhsdkfjh skjd hfkjshd fkj hskdj fhkjshd fkjh skjd hfkjs hd fs f sdk fs fks fkhs kfjh skjhf kjsh fksjhdfkhskjdfhjks hdfjkshdjkfhskjhdfjkshkjdfhskjhdfksjhdfkjshdfkjshdkjfhjskdhfjkshdkjfhskjdhfjkshdjkfhskjdfhjkshdkjfhksjdhkfjhkjds hfjkshd jkfhjskd fhjk hsdkjfh kjs djkfh skjdh fjk hsjdkf jkshd jkf hskjdh fjk hsdk fhjksh djkf hskjdh fkjh skjd hfjks hdkjfh jks hdjkf hsjdk hfkjs hjdkf hjks hdjkf hskjdhjfkhs kjdfh jkshdkjfh sjkdh fjsh djkfh skjdfh kshdkfjshkjdfhkjsdh fkshkd fks dfkj hskjdfhkjshdkfhskdhfk skdjf ksj dfkjh skjd hfkjs hdjhf jskdh fkjhsdkfjh skjd hfkjshd fkj hskdj fhkjshd fkjh skjd hfkjs hd fs f sdk fs fks fkhs kfjh skjhf kjsh fksjhdfkhskjdfhjks hdfjkshdjkfhskjhdfjkshkjdfhskjhdfksjhdfkjshdfkjshdkjfhjskdhfjkshdkjfhskjdhfjkshdjkfhskjdfhjkshdkjfhksjdhkfjhkjds hfjkshd jkfhjskd fhjk hsdkjfh kjs djkfh skjdh fjk hsjdkf jkshd jkf hskjdh fjk hsdk fhjksh djkf hskjdh fkjh skjd hfjks hdkjfh jks hdjkf hsjdk hfkjs hjdkf hjks hdjkf hskjdhjfkhs kjdfh jkshdkjfh sjkdh fjsh djkfh skjdfh kshdkfjshkjdfhkjsdh fkshkd fks dfkj hskjdfhkjshdkfhskdhfk skdjf ksj dfkjh skjd hfkjs hdjhf jskdh fkjhsdkfjh skjd hfkjshd fkj hskdj fhkjshd fkjh skjd hfkjs hd fs f sdk fs fks fkhs kfjh skjhf kjsh fksjhdfkhskjdfhjks hdfjkshdjkfhskjhdfjkshkjdfhskjhdfksjhdfkjshdfkjshdkjfhjskdhfjkshdkjfhskjdhfjkshdjkfhskjdfhjkshdkjfhksjdhkfjhkjds hfjkshd jkfhjskd fhjk hsdkjfh kjs djkfh skjdh fjk hsjdkf jkshd jkf hskjdh fjk hsdk fhjksh djkf hskjdh fkjh skjd hfjks hdkjfh jks hdjkf hsjdk hfkjs hjdkf hjks hdjkf hskjdhjfkhs kjdfh jkshdkjfh sjkdh fjsh djkfh skjdfh kshdkfjshkjdfhkjsdh fkshkd fks dfkj hskjdfhkjshdkfhskdhfk skdjf ksj dfkjh skjd hfkjs hdjhf jskdh fkjhsdkfjh skjd hfkjshd fkj hskdj fhkjshd fkjh skjd hfkjs hd fs f sdk fs fks fkhs kfjh skjhf kjsh fksjhdfkhskjdfhjks hdfjkshdjkfhskjhdfjkshkjdfhskjhdfksjhdfkjshdfkjshdkjfhjskdhfjkshdkjfhskjdhfjkshdjkfhskjdfhjkshdkjfhksjdhkfjh","product/category.jpg","4","0","0","3D Cell culture,hydrogel,biocompatible,biomimic,Tissue culture,Bioculture","3D Cell Culture,Hydrogel,Biocompatible,Biomimc,Tissue Culture","Growing cells in 3D environment, Biocmpatible hydrogel, biomimc","2016-03-18 17:25:39","2017-10-15 21:40:06"
"66","cell-culture-media","1","4","1","4-66","Cell Culture Media",NULL,"product/category.jpg","1","0","0","Buy Lab Cell Culture Media in India | Biomall.in","cell culture media,cell media,culture media in microbiology,India,Biomall","Buy cell culture media in India at Biomall.in. These cell culture media is a liquid or a gel designed to support growth of cells, microorganisms and small plants.
","2016-03-28 16:52:05","2016-08-31 12:56:53"
"67","sera","1","4","1","4-67","Sera",NULL,"product/category.jpg","2","0","0","Buy online Laboratory Sera, Serum in India | Biomall.in","animal serums, sera, India, biomall","Buy Sera, Serum in India at Biomall.in commonly used in cell culture research; ideal for research and clinical labs.
","2016-03-28 16:52:36","2016-08-31 13:23:12"
"68","antibiotics-buffers-solutions-supplements","1","4","1","4-68","Antibiotics, Buffers, Solutions & Supplements",NULL,"product/category.jpg","3","0","0","Buy Antibiotics, Buffers, Solution & Supplements India | Biomall","trypsin supplement,trypsin solution,India,biomall","Buy wide range of Antibiotics, Buffers, Solution & Supplements like trypsin edta and phospate solutions ideal for research and clinical labs at biomall.in in India.
","2016-03-28 16:53:56","2016-08-31 11:30:10"
"69","cell-lines-and-3d-cell-culture","1","4","1","4-69","Cell Lines and 3D Cell culture ",NULL,"product/category.jpg","4","0","0","Buy Lab Cell Lines & 3D Cell Culture India | Biomall.in","cell lines,3d cell culture,stem cell line,india,biomall","Buy online cell lines and 3D cell culture in India at Biomall.in. Get wide range of laboratory supplies and products to culture cells used by biologists for clinical research. 
","2016-03-28 16:54:48","2016-08-31 13:11:12"
"70","multi-well-plates","1","4","1","4-70","Multi-well Plates","96 well plates
These are plates made of polystyrene having 96 wells arranged in a rectangular matrix which can be used as small tubes for various biological, forensic and pharmacological purposes and experiments.  They are widely used for ELISA (Enzyme-linked Immunosorbent assay), some versions of the plate have hydrophilic surface making them more suitable for cells to adhere and are therefore used in tissue culture and bacteriological experiments. Each well can store volumes of liquid ranging from Nano-liters to several milliliters. The wells are separated via gaps. These wells can also be used as a rack to support tubes especially in the case of PCR, qPCR and other DNA template amplification protocols. 
These plates are available in various dimensions

Types and design
• The bottom and surface of these plates are flat 
• The bottom may have distinct shapes like ‘U’, ‘C’, and ‘V’
• Bottom may be transparent or black/white pigmented
• Transparent bottoms are useful for fluorescent and immunofluorescent assays
• Titanium dioxide may be added into polystyrene to increase optical absorbance
• Plates have labeled rows and columns
","product/category.jpg","5","1","0","Buy Online Multiwell Plates in India | Biomall.in","microplates,multiwell plates,india,biomall","Buy online laboratory multiwell plates in India at Biomall.in. Get microplates used in clinical labs for modern medical diagnostic testing in humans and animals 
","2016-03-28 16:56:02","2017-04-12 11:06:42"
"71","cell-culture-dishes","1","4","1","4-71","Cell Culture Dishes",NULL,"product/category.jpg","6","0","0","Buy Online Cell Culture Dish or Petri Plates in India | Biomall.in","cell culture dish, petri plate, culture dish, India, biomall","Buy cell culture dishes in India at Biomall.in. Get wide range of petri dish or plate that are used to culture cells by biologists. 
","2016-03-28 16:56:44","2016-08-31 11:36:19"
"72","cell-culture-flasks","1","4","1","4-72","Cell Culture Flasks",NULL,"product/category.jpg","7","0","0","Cell Culture Flask - Cell Culture,Cell Culture Dishes,Plates and Flasks","Cell Culture Flask - Cell Culture,Cell Culture Dishes,Plates and Flasks","Buy and sell cell culture flasks on www.biomall.in, an online portal for life sciences and laboratory products.
","2016-03-28 16:57:48","2016-07-01 15:31:50"
"73","serological-pipettes","1","4","1","4-73","Serological Pipettes","Serological pipettes
These pipettes are used to transfer sera in cell/tissue culture applications. These are made of polystyrene and are disposable. Available in various sizes and structural design
","product/category.jpg","8","1","0","These pipettes are used to transfer sera in cell/tissue culture applications",,,"2016-03-28 16:59:06","2017-03-29 14:37:10"
"74","additional-essentials","0","4","1","4-74","Additional Essentials",NULL,"product/category.jpg","9","0","0","tubes,vials,coverslips,slides,tape,forceps,filters,swabs,cell culture","Tubes,Coverslips,Vials,Slides,Tape,Forceps,Swabs,filters,cell culture","Buy and sell cell culture essentials like tubes, vials, coverslips, slides, forceps, filters, swabs, etc on www.biomall.in, an online portal for life science and laboratory products.","2016-03-28 16:59:43","2016-05-31 12:43:31"
"75","cell-culture-kits","1","4","1","4-75","Cell Culture Kits",NULL,"product/category.jpg","10","0","0","Buy Online Cell Culture Kit in India | Biomall.in","cell culture kits,cell culture products,primary culture,india,biomall","Buy online wide range of Cell Culture Kits, Consumables & Reagents mainly used for cell  proliferation assays, cell staining and transfection in clinical laboratories at biomall.in  India.
","2016-03-28 17:00:22","2016-08-31 12:51:29"
"76","dna-ladders","1","11","2","5-11-76","DNA Ladders","DNA ladder or Gene ladder also known as gene ruler consists of purified DNA bands which span from a 100 base pair to a 1000 base pair. It is used to identify the molecular weight of an unknown linear fragment of the DNA. This ladder is compatible with all types of agarose gel electrophoresis.  A typical pack has 250 micrograms of the mass at 1 microgram / microliter concentration. Generally, one microliter is loaded for running on a single gel. The ladder is sensitive and to prevent degradation it is stored at -20 degrees. To separate and visualize DNA. A standard curve may be drawn to quantify DNA.","product/category.jpg","1","1","0","Buy Online DNA Ladders in India | Biomall.in","dna ladders,India,biomall","Buy Online DNA Ladders in India at Biomall.in. These normally contain set of known dna fragments with different sizes in bp(base pairs) or kb(kilo bases).
","2016-04-04 15:27:46","2017-04-12 10:49:40"
"77","dna-electrphoresis-biochemicals","1","11","2","5-11-77","DNA Electrphoresis Biochemicals",NULL,"product/category.jpg","2","0","0",,,,"2016-04-04 15:28:30","2016-04-04 15:37:28"
"78","dna-electrphoresis-buffers","1","11","2","5-11-78","DNA Electrphoresis Buffers",NULL,"product/category.jpg","3","0","0","https://www.biomall.in/category/dna-electrphoresis-buffers","DNA Electrphoresis Buffers, india, biomall","Buy Online DNA Electrphoresis Buffers in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-04 15:29:28","2016-09-06 16:34:29"
"79","dna-electrphoresis-kits","1","11","2","5-11-79","DNA Electrphoresis Kits",NULL,"product/category.jpg","4","0","0","Buy Online DNA Electrphoresis Kits in India | Biomall.in","gel electrophoresis, DNA Electrphoresis Kits, India, Biomall","Buy Online DNA gel electrophoresis kit and Gel extraction Kit in India at Biomall.in ideal for research and clinical laboratories.
","2016-04-04 15:30:40","2016-09-06 16:33:09"
"80","nucleotides","0","12","2","5-12-80","Nucleotides",NULL,"product/category.jpg","1","0","0",,,,"2016-04-04 15:32:09","0000-00-00 00:00:00"
"81","polymerases","1","12","2","5-12-81","Polymerases",,"product/category.jpg","2","0","0","Buy Polymerase Enzyme in India | Biomall","Polymerase Enzyme,India,Biomall","Buy Polymerase Enzyme in India for laboratory purposes in India at Biomall.in. Polymerase Enzyme synthesizes long chains or polymers of nucleic acids.","2016-04-04 15:33:14","2017-07-25 17:45:46"
"82","pcr-master-mixes","1","12","2","5-12-82","PCR Master Mixes",,"product/category.jpg","3","0","0","Buy PCR Master Mix Solutions in India | Biomall","PCR Master Mix Solution,India,Biomall","Buy PCR Master Mix Solution in India at Biomall. It is a concentrated solution that has all of the components for a real-time PCR reaction that are not sample-specific.","2016-04-04 15:34:03","2017-07-25 17:47:46"
